"ID"	"Participant"	"Condition"	"Word"	"Cognate"	"TrialNumberRaw"	"PreTestRaw"	"GermanKnown"	"TestingMoment"	"RetentionInterval"	"KnownBefore"	"MeanTime"	"Score"	"Phonemes"	"PhonemesCorrectRelative"	"PhonemesIncorrectRelative"	"ExtraPhonemes"	"L1Frequency"	"L2Frequency"	"Concreteness"	"Memory"	"Lextale"	"Proficiency"	"YearsOfDutch"	"Age"	"Exposure"	"HowManyOtherLanguages"
"16passer"	"16"	"Experimental"	"passer"	"Non-cognate"	87	"h"	""	"FollowUp"	"3"	"No"	"NotAsked"	0	5	0	5	0	0.25	0.05	4.86	85	67.5	2	1.5	20	2	3
"17zaag"	"17"	"Experimental"	"zaag"	"Cognate"	12	"8"	"Yes"	"Main2"	"3"	"Yes"	""	1	3	3	0	0	0.61	0.66	4.73	76	62.5	3	4	22	2.666666667	3
"17aambeeld"	"17"	"Experimental"	"aambeeld"	"Cognate"	16	"h"	"Yes"	"Main2"	"3"	"No"	""	0	6	0	6	0	0.23	0.18	3.79	76	62.5	3	4	22	2.666666667	3
"17hengel"	"17"	"Experimental"	"hengel"	"Cognate"	28	"h"	"Yes"	"Main2"	"7"	"No"	""	1	5	5	0	0	1.23	0.47	4.6	76	62.5	3	4	22	2.666666667	3
"17gieter"	"17"	"Experimental"	"gieter"	"Cognate"	32	"9"	"Yes"	"Main2"	"7"	"No"	""	0	5	0	5	0	0.12	0.12	4.73	76	62.5	3	4	22	2.666666667	3
"17zeis"	"17"	"Experimental"	"zeis"	"Cognate"	40	"9"	"Yes"	"Main2"	"3"	"No"	""	1	3	3	0	0	0.36	0.2	4.86	76	62.5	3	4	22	2.666666667	3
"17kruk"	"17"	"Experimental"	"kruk"	"Cognate"	42	"9"	"Yes"	"Main2"	"7"	"No"	""	1	4	4	0	0	0.44	0.55	4.87	76	62.5	3	4	22	2.666666667	3
"17tooi"	"17"	"Experimental"	"tooi"	"Non-cognate"	12	"9"	""	"Main2"	"3"	"No"	""	0	3	0	3	0	0.03	0.03	3.75	76	62.5	3	4	22	2.666666667	3
"17slab"	"17"	"Experimental"	"slab"	"Non-cognate"	16	"9"	""	"Main2"	"3"	"No"	""	0	4	0	4	0	0.17	0.01	4.75	76	62.5	3	4	22	2.666666667	3
"17hes"	"17"	"Experimental"	"hes"	"Non-cognate"	28	"9"	""	"Main2"	"7"	"No"	""	1	3	3	0	0	NA	0.07	NA	76	62.5	3	4	22	2.666666667	3
"17gesp"	"17"	"Experimental"	"gesp"	"Non-cognate"	32	"9"	""	"Main2"	"7"	"No"	""	0	4	0	4	0	0.21	0.29	4.53	76	62.5	3	4	22	2.666666667	3
"17waaier"	"17"	"Experimental"	"waaier"	"Non-cognate"	40	"8"	""	"Main2"	"3"	"No"	""	0	5	0	5	0	0.45	0.31	4.53	76	62.5	3	4	22	2.666666667	3
"17veter"	"17"	"Experimental"	"veter"	"Non-cognate"	42	"8"	""	"Main2"	"7"	"Yes"	""	1	5	5	0	0	0.52	0.37	4.47	76	62.5	3	4	22	2.666666667	3
"17knuffel"	"17"	"Experimental"	"knuffel"	"Cognate"	12	"8"	"Yes"	"Main2"	"3"	"Yes"	""	1	6	6	0	0	0.11	1.11	4.6	76	62.5	3	4	22	2.666666667	3
"17stelt"	"17"	"Experimental"	"stelt"	"Cognate"	16	"h"	"Yes"	"Main2"	"3"	"No"	""	0.63	5	3	2	-3	0.12	1.74	3.92	76	62.5	3	4	22	2.666666667	3
"17tamboerijn"	"17"	"Experimental"	"tamboerijn"	"Cognate"	28	"h"	"Yes"	"Main2"	"7"	"No"	""	1	8	8	0	0	0.11	0.16	4.6	76	62.5	3	4	22	2.666666667	3
"17gum"	"17"	"Experimental"	"gum"	"Cognate"	32	"8"	"Yes"	"Main2"	"7"	"No"	""	0.67	3	2	1	0	0.18	0.17	4.4	76	62.5	3	4	22	2.666666667	3
"17peddel"	"17"	"Experimental"	"peddel"	"Cognate"	40	"9"	"Yes"	"Main2"	"3"	"No"	""	1	5	5	0	0	0.26	0.3	4.8	76	62.5	3	4	22	2.666666667	3
"17stokpaard"	"17"	"Experimental"	"stokpaard"	"Cognate"	42	"9"	"Yes"	"Main2"	"7"	"No"	""	1	8	8	0	0	0.08	0.01	NA	76	62.5	3	4	22	2.666666667	3
"17lessenaar"	"17"	"Experimental"	"lessenaar"	"Non-cognate"	12	"h"	""	"Main2"	"3"	"No"	""	0.5	7	4	3	-1	0.34	0.1	4.64	76	62.5	3	4	22	2.666666667	3
"17kooi"	"17"	"Experimental"	"kooi"	"Non-cognate"	16	"9"	""	"Main2"	"3"	"No"	""	1	3	3	0	0	1.15	1.17	4.53	76	62.5	3	4	22	2.666666667	3
"17garde"	"17"	"Experimental"	"garde"	"Non-cognate"	28	"h"	""	"Main2"	"7"	"No"	""	0	5	0	5	0	0.03	0.76	3.45	76	62.5	3	4	22	2.666666667	3
"17rietje"	"17"	"Experimental"	"rietje"	"Non-cognate"	32	"8"	""	"Main2"	"7"	"Yes"	""	1	5	5	0	0	0.56	0.56	5	76	62.5	3	4	22	2.666666667	3
"17broodrooster"	"17"	"Experimental"	"broodrooster"	"Non-cognate"	40	"g"	""	"Main2"	"3"	"No"	""	1	10	10	0	0	0.81	0.53	4.87	76	62.5	3	4	22	2.666666667	3
"17kapstok"	"17"	"Experimental"	"kapstok"	"Non-cognate"	42	"h"	""	"Main2"	"7"	"No"	""	1	7	7	0	0	0.03	0.23	4.8	76	62.5	3	4	22	2.666666667	3
"17aambeeld"	"17"	"Experimental"	"aambeeld"	"Cognate"	52	"h"	"Yes"	"Main4"	"3"	"No"	""	0	6	0	6	0	0.23	0.18	3.79	76	62.5	3	4	22	2.666666667	3
"17zaag"	"17"	"Experimental"	"zaag"	"Cognate"	56	"8"	"Yes"	"Main4"	"3"	"Yes"	""	1	3	3	0	0	0.61	0.66	4.73	76	62.5	3	4	22	2.666666667	3
"17gieter"	"17"	"Experimental"	"gieter"	"Cognate"	68	"9"	"Yes"	"Main4"	"7"	"No"	""	1	5	5	0	0	0.12	0.12	4.73	76	62.5	3	4	22	2.666666667	3
"17hengel"	"17"	"Experimental"	"hengel"	"Cognate"	72	"h"	"Yes"	"Main4"	"7"	"No"	""	1	5	5	0	0	1.23	0.47	4.6	76	62.5	3	4	22	2.666666667	3
"17zeis"	"17"	"Experimental"	"zeis"	"Cognate"	80	"9"	"Yes"	"Main4"	"3"	"No"	""	0.67	3	2	1	0	0.36	0.2	4.86	76	62.5	3	4	22	2.666666667	3
"17kruk"	"17"	"Experimental"	"kruk"	"Cognate"	82	"9"	"Yes"	"Main4"	"7"	"No"	""	1	4	4	0	0	0.44	0.55	4.87	76	62.5	3	4	22	2.666666667	3
"17slab"	"17"	"Experimental"	"slab"	"Non-cognate"	52	"9"	""	"Main4"	"3"	"No"	""	0	4	0	4	0	0.17	0.01	4.75	76	62.5	3	4	22	2.666666667	3
"17tooi"	"17"	"Experimental"	"tooi"	"Non-cognate"	56	"9"	""	"Main4"	"3"	"No"	""	1	3	3	0	0	0.03	0.03	3.75	76	62.5	3	4	22	2.666666667	3
"17gesp"	"17"	"Experimental"	"gesp"	"Non-cognate"	68	"9"	""	"Main4"	"7"	"No"	""	0	4	0	4	0	0.21	0.29	4.53	76	62.5	3	4	22	2.666666667	3
"17hes"	"17"	"Experimental"	"hes"	"Non-cognate"	72	"9"	""	"Main4"	"7"	"No"	""	0.67	3	2	1	0	NA	0.07	NA	76	62.5	3	4	22	2.666666667	3
"17waaier"	"17"	"Experimental"	"waaier"	"Non-cognate"	80	"8"	""	"Main4"	"3"	"No"	""	1	5	5	0	0	0.45	0.31	4.53	76	62.5	3	4	22	2.666666667	3
"17veter"	"17"	"Experimental"	"veter"	"Non-cognate"	82	"8"	""	"Main4"	"7"	"Yes"	""	1	5	5	0	0	0.52	0.37	4.47	76	62.5	3	4	22	2.666666667	3
"17stelt"	"17"	"Experimental"	"stelt"	"Cognate"	52	"h"	"Yes"	"Main4"	"3"	"No"	""	0.63	5	3	2	-3	0.12	1.74	3.92	76	62.5	3	4	22	2.666666667	3
"17knuffel"	"17"	"Experimental"	"knuffel"	"Cognate"	56	"8"	"Yes"	"Main4"	"3"	"Yes"	""	1	6	6	0	0	0.11	1.11	4.6	76	62.5	3	4	22	2.666666667	3
"17gum"	"17"	"Experimental"	"gum"	"Cognate"	68	"8"	"Yes"	"Main4"	"7"	"No"	""	1	3	3	0	0	0.18	0.17	4.4	76	62.5	3	4	22	2.666666667	3
"17tamboerijn"	"17"	"Experimental"	"tamboerijn"	"Cognate"	72	"h"	"Yes"	"Main4"	"7"	"No"	""	1	8	8	0	0	0.11	0.16	4.6	76	62.5	3	4	22	2.666666667	3
"17peddel"	"17"	"Experimental"	"peddel"	"Cognate"	80	"9"	"Yes"	"Main4"	"3"	"No"	""	1	5	5	0	0	0.26	0.3	4.8	76	62.5	3	4	22	2.666666667	3
"17stokpaard"	"17"	"Experimental"	"stokpaard"	"Cognate"	82	"9"	"Yes"	"Main4"	"7"	"No"	""	1	8	8	0	0	0.08	0.01	NA	76	62.5	3	4	22	2.666666667	3
"17kooi"	"17"	"Experimental"	"kooi"	"Non-cognate"	52	"9"	""	"Main4"	"3"	"No"	""	1	3	3	0	0	1.15	1.17	4.53	76	62.5	3	4	22	2.666666667	3
"17lessenaar"	"17"	"Experimental"	"lessenaar"	"Non-cognate"	56	"h"	""	"Main4"	"3"	"No"	""	1	7	7	0	0	0.34	0.1	4.64	76	62.5	3	4	22	2.666666667	3
"17rietje"	"17"	"Experimental"	"rietje"	"Non-cognate"	68	"8"	""	"Main4"	"7"	"Yes"	""	1	5	5	0	0	0.56	0.56	5	76	62.5	3	4	22	2.666666667	3
"17garde"	"17"	"Experimental"	"garde"	"Non-cognate"	72	"h"	""	"Main4"	"7"	"No"	""	0.2	5	1	4	0	0.03	0.76	3.45	76	62.5	3	4	22	2.666666667	3
"17broodrooster"	"17"	"Experimental"	"broodrooster"	"Non-cognate"	80	"g"	""	"Main4"	"3"	"No"	""	1	10	10	0	0	0.81	0.53	4.87	76	62.5	3	4	22	2.666666667	3
"17kapstok"	"17"	"Experimental"	"kapstok"	"Non-cognate"	82	"h"	""	"Main4"	"7"	"No"	""	1	7	7	0	0	0.03	0.23	4.8	76	62.5	3	4	22	2.666666667	3
"17aambeeld"	"17"	"Experimental"	"aambeeld"	"Cognate"	1	"h"	"Yes"	"Post"	"3"	"No"	""	0	6	0	6	0	0.23	0.18	3.79	76	62.5	3	4	22	2.666666667	3
"17hengel"	"17"	"Experimental"	"hengel"	"Cognate"	2	"h"	"Yes"	"Post"	"7"	"No"	""	1	5	5	0	0	1.23	0.47	4.6	76	62.5	3	4	22	2.666666667	3
"17kruk"	"17"	"Experimental"	"kruk"	"Cognate"	3	"9"	"Yes"	"Post"	"7"	"No"	""	1	4	4	0	0	0.44	0.55	4.87	76	62.5	3	4	22	2.666666667	3
"17zeis"	"17"	"Experimental"	"zeis"	"Cognate"	4	"9"	"Yes"	"Post"	"3"	"No"	""	0.33	3	1	2	0	0.36	0.2	4.86	76	62.5	3	4	22	2.666666667	3
"17zaag"	"17"	"Experimental"	"zaag"	"Cognate"	6	"8"	"Yes"	"Post"	"3"	"Yes"	""	0.67	3	2	1	0	0.61	0.66	4.73	76	62.5	3	4	22	2.666666667	3
"17gieter"	"17"	"Experimental"	"gieter"	"Cognate"	7	"9"	"Yes"	"Post"	"7"	"No"	""	1	5	5	0	0	0.12	0.12	4.73	76	62.5	3	4	22	2.666666667	3
"17slab"	"17"	"Experimental"	"slab"	"Non-cognate"	11	"9"	""	"Post"	"3"	"No"	""	0	4	0	4	0	0.17	0.01	4.75	76	62.5	3	4	22	2.666666667	3
"17tooi"	"17"	"Experimental"	"tooi"	"Non-cognate"	12	"9"	""	"Post"	"3"	"No"	""	0	3	0	3	0	0.03	0.03	3.75	76	62.5	3	4	22	2.666666667	3
"17hes"	"17"	"Experimental"	"hes"	"Non-cognate"	13	"9"	""	"Post"	"7"	"No"	""	0	3	0	3	0	NA	0.07	NA	76	62.5	3	4	22	2.666666667	3
"17waaier"	"17"	"Experimental"	"waaier"	"Non-cognate"	15	"8"	""	"Post"	"3"	"No"	""	1	5	5	0	0	0.45	0.31	4.53	76	62.5	3	4	22	2.666666667	3
"17veter"	"17"	"Experimental"	"veter"	"Non-cognate"	16	"8"	""	"Post"	"7"	"Yes"	""	0.33	5	2	3	-1	0.52	0.37	4.47	76	62.5	3	4	22	2.666666667	3
"17gesp"	"17"	"Experimental"	"gesp"	"Non-cognate"	18	"9"	""	"Post"	"7"	"No"	""	0	4	0	4	0	0.21	0.29	4.53	76	62.5	3	4	22	2.666666667	3
"17knuffel"	"17"	"Experimental"	"knuffel"	"Cognate"	19	"8"	"Yes"	"Post"	"3"	"Yes"	""	1	6	6	0	0	0.11	1.11	4.6	76	62.5	3	4	22	2.666666667	3
"17peddel"	"17"	"Experimental"	"peddel"	"Cognate"	21	"9"	"Yes"	"Post"	"3"	"No"	""	1	5	5	0	0	0.26	0.3	4.8	76	62.5	3	4	22	2.666666667	3
"17stelt"	"17"	"Experimental"	"stelt"	"Cognate"	22	"h"	"Yes"	"Post"	"3"	"No"	""	0.83	5	4	1	-1	0.12	1.74	3.92	76	62.5	3	4	22	2.666666667	3
"17gum"	"17"	"Experimental"	"gum"	"Cognate"	23	"8"	"Yes"	"Post"	"7"	"No"	""	1	3	3	0	0	0.18	0.17	4.4	76	62.5	3	4	22	2.666666667	3
"17stokpaard"	"17"	"Experimental"	"stokpaard"	"Cognate"	24	"9"	"Yes"	"Post"	"7"	"No"	""	0.56	8	4	4	-1	0.08	0.01	NA	76	62.5	3	4	22	2.666666667	3
"17tamboerijn"	"17"	"Experimental"	"tamboerijn"	"Cognate"	25	"h"	"Yes"	"Post"	"7"	"No"	""	1	8	8	0	0	0.11	0.16	4.6	76	62.5	3	4	22	2.666666667	3
"17kooi"	"17"	"Experimental"	"kooi"	"Non-cognate"	29	"9"	""	"Post"	"3"	"No"	""	1	3	3	0	0	1.15	1.17	4.53	76	62.5	3	4	22	2.666666667	3
"17kapstok"	"17"	"Experimental"	"kapstok"	"Non-cognate"	30	"h"	""	"Post"	"7"	"No"	""	1	7	7	0	0	0.03	0.23	4.8	76	62.5	3	4	22	2.666666667	3
"17garde"	"17"	"Experimental"	"garde"	"Non-cognate"	32	"h"	""	"Post"	"7"	"No"	""	0.33	5	2	3	-1	0.03	0.76	3.45	76	62.5	3	4	22	2.666666667	3
"17broodrooster"	"17"	"Experimental"	"broodrooster"	"Non-cognate"	34	"g"	""	"Post"	"3"	"No"	""	0.9	10	9	1	0	0.81	0.53	4.87	76	62.5	3	4	22	2.666666667	3
"17lessenaar"	"17"	"Experimental"	"lessenaar"	"Non-cognate"	36	"h"	""	"Post"	"3"	"No"	""	0.71	7	5	2	0	0.34	0.1	4.64	76	62.5	3	4	22	2.666666667	3
"17rietje"	"17"	"Experimental"	"rietje"	"Non-cognate"	37	"8"	""	"Post"	"7"	"Yes"	""	1	5	5	0	0	0.56	0.56	5	76	62.5	3	4	22	2.666666667	3
"17zaag"	"17"	"Experimental"	"zaag"	"Cognate"	3	"8"	"Yes"	"FollowUp"	"3"	"Yes"	"NotAsked"	1	3	3	0	0	0.61	0.66	4.73	76	62.5	3	4	22	2.666666667	3
"17aambeeld"	"17"	"Experimental"	"aambeeld"	"Cognate"	4	"h"	"Yes"	"FollowUp"	"3"	"No"	"NotAsked"	0	6	0	6	0	0.23	0.18	3.79	76	62.5	3	4	22	2.666666667	3
"17kruk"	"17"	"Experimental"	"kruk"	"Cognate"	15	"9"	"Yes"	"FollowUp"	"7"	"No"	"NotAsked"	0	4	0	4	0	0.44	0.55	4.87	76	62.5	3	4	22	2.666666667	3
"17gieter"	"17"	"Experimental"	"gieter"	"Cognate"	17	"9"	"Yes"	"FollowUp"	"7"	"No"	"NotAsked"	0	5	0	5	0	0.12	0.12	4.73	76	62.5	3	4	22	2.666666667	3
"17hengel"	"17"	"Experimental"	"hengel"	"Cognate"	18	"h"	"Yes"	"FollowUp"	"7"	"No"	"No"	0.67	5	3	2	-1	1.23	0.47	4.6	76	62.5	3	4	22	2.666666667	3
"17zeis"	"17"	"Experimental"	"zeis"	"Cognate"	25	"9"	"Yes"	"FollowUp"	"3"	"No"	"NotAsked"	0	3	0	3	0	0.36	0.2	4.86	76	62.5	3	4	22	2.666666667	3
"17veter"	"17"	"Experimental"	"veter"	"Non-cognate"	27	"8"	""	"FollowUp"	"7"	"Yes"	"NotAsked"	0	5	0	5	0	0.52	0.37	4.47	76	62.5	3	4	22	2.666666667	3
"17waaier"	"17"	"Experimental"	"waaier"	"Non-cognate"	28	"8"	""	"FollowUp"	"3"	"No"	"NotAsked"	0	5	0	5	0	0.45	0.31	4.53	76	62.5	3	4	22	2.666666667	3
"17slab"	"17"	"Experimental"	"slab"	"Non-cognate"	30	"9"	""	"FollowUp"	"3"	"No"	"NotAsked"	0	4	0	4	0	0.17	0.01	4.75	76	62.5	3	4	22	2.666666667	3
"17gesp"	"17"	"Experimental"	"gesp"	"Non-cognate"	36	"9"	""	"FollowUp"	"7"	"No"	"NotAsked"	0	4	0	4	0	0.21	0.29	4.53	76	62.5	3	4	22	2.666666667	3
"17tooi"	"17"	"Experimental"	"tooi"	"Non-cognate"	40	"9"	""	"FollowUp"	"3"	"No"	"NotAsked"	0	3	0	3	0	0.03	0.03	3.75	76	62.5	3	4	22	2.666666667	3
"17hes"	"17"	"Experimental"	"hes"	"Non-cognate"	48	"9"	""	"FollowUp"	"7"	"No"	"NotAsked"	0	3	0	3	0	NA	0.07	NA	76	62.5	3	4	22	2.666666667	3
"17stelt"	"17"	"Experimental"	"stelt"	"Cognate"	54	"h"	"Yes"	"FollowUp"	"3"	"No"	"NotAsked"	0.83	5	4	1	-1	0.12	1.74	3.92	76	62.5	3	4	22	2.666666667	3
"17gum"	"17"	"Experimental"	"gum"	"Cognate"	63	"8"	"Yes"	"FollowUp"	"7"	"No"	"NotAsked"	0.67	3	2	1	0	0.18	0.17	4.4	76	62.5	3	4	22	2.666666667	3
"17knuffel"	"17"	"Experimental"	"knuffel"	"Cognate"	65	"8"	"Yes"	"FollowUp"	"3"	"Yes"	"NotAsked"	0	6	0	6	0	0.11	1.11	4.6	76	62.5	3	4	22	2.666666667	3
"17peddel"	"17"	"Experimental"	"peddel"	"Cognate"	67	"9"	"Yes"	"FollowUp"	"3"	"No"	"NotAsked"	0	5	0	5	0	0.26	0.3	4.8	76	62.5	3	4	22	2.666666667	3
"17stokpaard"	"17"	"Experimental"	"stokpaard"	"Cognate"	70	"9"	"Yes"	"FollowUp"	"7"	"No"	"No"	1	8	8	0	0	0.08	0.01	NA	76	62.5	3	4	22	2.666666667	3
"17tamboerijn"	"17"	"Experimental"	"tamboerijn"	"Cognate"	74	"h"	"Yes"	"FollowUp"	"7"	"No"	"No"	1	8	8	0	0	0.11	0.16	4.6	76	62.5	3	4	22	2.666666667	3
"17kapstok"	"17"	"Experimental"	"kapstok"	"Non-cognate"	79	"h"	""	"FollowUp"	"7"	"No"	"NotAsked"	0	7	0	7	0	0.03	0.23	4.8	76	62.5	3	4	22	2.666666667	3
"17rietje"	"17"	"Experimental"	"rietje"	"Non-cognate"	80	"8"	""	"FollowUp"	"7"	"Yes"	"NotAsked"	0	5	0	5	0	0.56	0.56	5	76	62.5	3	4	22	2.666666667	3
"17lessenaar"	"17"	"Experimental"	"lessenaar"	"Non-cognate"	82	"h"	""	"FollowUp"	"3"	"No"	"NotAsked"	0	7	0	7	0	0.34	0.1	4.64	76	62.5	3	4	22	2.666666667	3
"17broodrooster"	"17"	"Experimental"	"broodrooster"	"Non-cognate"	88	"g"	""	"FollowUp"	"3"	"No"	"NotAsked"	0	10	0	10	0	0.81	0.53	4.87	76	62.5	3	4	22	2.666666667	3
"17kooi"	"17"	"Experimental"	"kooi"	"Non-cognate"	91	"9"	""	"FollowUp"	"3"	"No"	"NotAsked"	0	3	0	3	0	1.15	1.17	4.53	76	62.5	3	4	22	2.666666667	3
"17garde"	"17"	"Experimental"	"garde"	"Non-cognate"	92	"h"	""	"FollowUp"	"7"	"No"	"NotAsked"	0	5	0	5	0	0.03	0.76	3.45	76	62.5	3	4	22	2.666666667	3
"18dobber"	"18"	"Experimental"	"dobber"	"Non-cognate"	12	"9"	""	"Main2"	"3"	"No"	""	1	5	5	0	0	0.47	0.17	4.25	86	62.5	3	3	22	3	1
"18kruiwagen"	"18"	"Experimental"	"kruiwagen"	"Non-cognate"	16	"9"	""	"Main2"	"3"	"No"	""	1	7	7	0	0	0.3	0.35	4.8	86	62.5	3	3	22	3	1
"18klos"	"18"	"Experimental"	"klos"	"Non-cognate"	28	"h"	""	"Main2"	"7"	"No"	""	1	4	4	0	0	1.96	0.02	3.82	86	62.5	3	3	22	3	1
"18spijker"	"18"	"Experimental"	"spijker"	"Non-cognate"	32	"7"	""	"Main2"	"7"	"No"	""	1	6	6	0	0	0.89	0.66	4.87	86	62.5	3	3	22	3	1
"18vijzel"	"18"	"Experimental"	"vijzel"	"Non-cognate"	40	"9"	""	"Main2"	"3"	"No"	""	0	5	0	5	0	0.38	0.02	4	86	62.5	3	3	22	3	1
"18passer"	"18"	"Experimental"	"passer"	"Non-cognate"	42	"9"	""	"Main2"	"7"	"No"	""	0	5	0	5	0	0.25	0.05	4.86	86	62.5	3	3	22	3	1
"18rits"	"18"	"Experimental"	"rits"	"Cognate"	12	"8"	"Yes"	"Main2"	"3"	"No"	""	1	4	4	0	0	0.65	0.73	4.73	86	62.5	3	3	22	3	1
"18mijter"	"18"	"Experimental"	"mijter"	"Cognate"	16	"9"	"Yes"	"Main2"	"3"	"No"	""	0.67	5	3	2	-1	0.02	0.11	4.47	86	62.5	3	3	22	3	1
"18reddingsvest"	"18"	"Experimental"	"reddingsvest"	"Cognate"	32	"9"	"Yes"	"Main2"	"7"	"No"	""	0.8	10	8	2	0	0.14	0.32	4.6	86	62.5	3	3	22	3	1
"18tulband"	"18"	"Experimental"	"tulband"	"Cognate"	40	"h"	"Yes"	"Main2"	"3"	"No"	""	0	7	0	7	0	0.39	0.27	4.6	86	62.5	3	3	22	3	1
"18schort"	"18"	"Experimental"	"schort"	"Cognate"	42	"9"	"Yes"	"Main2"	"7"	"No"	""	0	5	0	5	0	0.48	0.58	4.87	86	62.5	3	3	22	3	1
"18puntenslijper"	"18"	"Experimental"	"puntenslijper"	"Non-cognate"	12	"9"	""	"Main2"	"3"	"No"	""	1	11	11	0	0	0.05	0.01	NA	86	62.5	3	3	22	3	1
"18speen"	"18"	"Experimental"	"speen"	"Non-cognate"	16	"h"	""	"Main2"	"3"	"No"	""	0	4	0	4	0	0.2	0.14	4.31	86	62.5	3	3	22	3	1
"18sambabal"	"18"	"Experimental"	"sambabal"	"Non-cognate"	28	"9"	""	"Main2"	"7"	"No"	""	0.78	8	6	2	-1	0	0	NA	86	62.5	3	3	22	3	1
"18skelter"	"18"	"Experimental"	"skelter"	"Non-cognate"	32	"9"	""	"Main2"	"7"	"No"	""	0	7	0	7	0	0.02	0.03	3.6	86	62.5	3	3	22	3	1
"18slinger"	"18"	"Experimental"	"slinger"	"Non-cognate"	40	"h"	""	"Main2"	"3"	"No"	""	1	6	6	0	0	0.12	0.39	4.4	86	62.5	3	3	22	3	1
"18tol"	"18"	"Experimental"	"tol"	"Non-cognate"	42	"9"	""	"Main2"	"7"	"No"	""	0	3	0	3	0	0.19	0.68	3.67	86	62.5	3	3	22	3	1
"18onderzetter"	"18"	"Experimental"	"onderzetter"	"Cognate"	12	"9"	"Yes"	"Main2"	"3"	"No"	""	1	10	10	0	0	0.28	0.06	4.27	86	62.5	3	3	22	3	1
"18lantaarn"	"18"	"Experimental"	"lantaarn"	"Cognate"	16	"9"	"Yes"	"Main2"	"3"	"Yes"	""	1	7	7	0	0	0.43	0.42	4.87	86	62.5	3	3	22	3	1
"18servet"	"18"	"Experimental"	"servet"	"Cognate"	28	"h"	"Yes"	"Main2"	"7"	"Yes"	""	1	6	6	0	0	0.59	0.44	4.87	86	62.5	3	3	22	3	1
"18bezem"	"18"	"Experimental"	"bezem"	"Cognate"	32	"7"	"Yes"	"Main2"	"7"	"Yes"	""	1	5	5	0	0	0.73	0.68	4.93	86	62.5	3	3	22	3	1
"18slang"	"18"	"Experimental"	"slang"	"Cognate"	40	"8"	"Yes"	"Main2"	"3"	"No"	""	1	4	4	0	0	0.79	1.35	4.87	86	62.5	3	3	22	3	1
"18kruiwagen"	"18"	"Experimental"	"kruiwagen"	"Non-cognate"	52	"9"	""	"Main4"	"3"	"No"	""	0.88	7	6	1	-1	0.3	0.35	4.8	86	62.5	3	3	22	3	1
"18dobber"	"18"	"Experimental"	"dobber"	"Non-cognate"	56	"9"	""	"Main4"	"3"	"No"	""	0.8	5	4	1	0	0.47	0.17	4.25	86	62.5	3	3	22	3	1
"18spijker"	"18"	"Experimental"	"spijker"	"Non-cognate"	68	"7"	""	"Main4"	"7"	"No"	""	1	6	6	0	0	0.89	0.66	4.87	86	62.5	3	3	22	3	1
"18klos"	"18"	"Experimental"	"klos"	"Non-cognate"	72	"h"	""	"Main4"	"7"	"No"	""	1	4	4	0	0	1.96	0.02	3.82	86	62.5	3	3	22	3	1
"18vijzel"	"18"	"Experimental"	"vijzel"	"Non-cognate"	80	"9"	""	"Main4"	"3"	"No"	""	0	5	0	5	0	0.38	0.02	4	86	62.5	3	3	22	3	1
"18passer"	"18"	"Experimental"	"passer"	"Non-cognate"	82	"9"	""	"Main4"	"7"	"No"	""	1	5	5	0	0	0.25	0.05	4.86	86	62.5	3	3	22	3	1
"18mijter"	"18"	"Experimental"	"mijter"	"Cognate"	52	"9"	"Yes"	"Main4"	"3"	"No"	""	0.67	5	3	2	-1	0.02	0.11	4.47	86	62.5	3	3	22	3	1
"18rits"	"18"	"Experimental"	"rits"	"Cognate"	56	"8"	"Yes"	"Main4"	"3"	"No"	""	1	4	4	0	0	0.65	0.73	4.73	86	62.5	3	3	22	3	1
"18reddingsvest"	"18"	"Experimental"	"reddingsvest"	"Cognate"	68	"9"	"Yes"	"Main4"	"7"	"No"	""	0.9	10	9	1	0	0.14	0.32	4.6	86	62.5	3	3	22	3	1
"18tulband"	"18"	"Experimental"	"tulband"	"Cognate"	80	"h"	"Yes"	"Main4"	"3"	"No"	""	1	7	7	0	0	0.39	0.27	4.6	86	62.5	3	3	22	3	1
"18schort"	"18"	"Experimental"	"schort"	"Cognate"	82	"9"	"Yes"	"Main4"	"7"	"No"	""	0	5	0	5	0	0.48	0.58	4.87	86	62.5	3	3	22	3	1
"18speen"	"18"	"Experimental"	"speen"	"Non-cognate"	52	"h"	""	"Main4"	"3"	"No"	""	0.75	4	3	1	0	0.2	0.14	4.31	86	62.5	3	3	22	3	1
"18puntenslijper"	"18"	"Experimental"	"puntenslijper"	"Non-cognate"	56	"9"	""	"Main4"	"3"	"No"	""	1	11	11	0	0	0.05	0.01	NA	86	62.5	3	3	22	3	1
"18skelter"	"18"	"Experimental"	"skelter"	"Non-cognate"	68	"9"	""	"Main4"	"7"	"No"	""	0	7	0	7	0	0.02	0.03	3.6	86	62.5	3	3	22	3	1
"18sambabal"	"18"	"Experimental"	"sambabal"	"Non-cognate"	72	"9"	""	"Main4"	"7"	"No"	""	1	8	8	0	0	0	0	NA	86	62.5	3	3	22	3	1
"18slinger"	"18"	"Experimental"	"slinger"	"Non-cognate"	80	"h"	""	"Main4"	"3"	"No"	""	1	6	6	0	0	0.12	0.39	4.4	86	62.5	3	3	22	3	1
"18tol"	"18"	"Experimental"	"tol"	"Non-cognate"	82	"9"	""	"Main4"	"7"	"No"	""	0	3	0	3	0	0.19	0.68	3.67	86	62.5	3	3	22	3	1
