"ID"	"Participant"	"Condition"	"Word"	"Cognate"	"TrialNumberRaw"	"PreTestRaw"	"GermanKnown"	"TestingMoment"	"RetentionInterval"	"KnownBefore"	"MeanTime"	"Score"	"Phonemes"	"PhonemesCorrectRelative"	"PhonemesIncorrectRelative"	"ExtraPhonemes"	"L1Frequency"	"L2Frequency"	"Concreteness"	"Memory"	"Lextale"	"Proficiency"	"YearsOfDutch"	"Age"	"Exposure"	"HowManyOtherLanguages"
"46onderzetter"	"46"	"Control"	"onderzetter"	"Cognate"	16	"9"	"Yes"	"Main2"	"3"	"No"	""	0	10	0	10	0	0.28	0.06	4.27	NA	68.75	4	0.666666667	20	3	3
"46stamper"	"46"	"Control"	"stamper"	"Cognate"	28	"9"	"Yes"	"Main2"	"7"	"Yes"	""	0	7	0	7	0	0.05	0.32	4.5	NA	68.75	4	0.666666667	20	3	3
"46wafelijzer"	"46"	"Control"	"wafelijzer"	"Cognate"	32	"9"	"Yes"	"Main2"	"7"	"No"	""	0	9	0	9	0	0.25	0.1	4.6	NA	68.75	4	0.666666667	20	3	3
"46slang"	"46"	"Control"	"slang"	"Cognate"	40	"9"	"Yes"	"Main2"	"3"	"Yes"	""	0	4	0	4	0	0.79	1.35	4.87	NA	68.75	4	0.666666667	20	3	3
"46kurk"	"46"	"Control"	"kurk"	"Cognate"	42	"9"	"Yes"	"Main2"	"7"	"No"	""	0	4	0	4	0	0.47	0.42	4.27	NA	68.75	4	0.666666667	20	3	3
"46kruiwagen"	"46"	"Control"	"kruiwagen"	"Non-cognate"	52	"9"	""	"Main4"	"3"	"No"	""	0	7	0	7	0	0.3	0.35	4.8	NA	68.75	4	0.666666667	20	3	3
"46vijzel"	"46"	"Control"	"vijzel"	"Non-cognate"	56	"9"	""	"Main4"	"3"	"No"	""	0	5	0	5	0	0.38	0.02	4	NA	68.75	4	0.666666667	20	3	3
"46klos"	"46"	"Control"	"klos"	"Non-cognate"	68	"9"	""	"Main4"	"7"	"No"	""	0	4	0	4	0	1.96	0.02	3.82	NA	68.75	4	0.666666667	20	3	3
"46spijker"	"46"	"Control"	"spijker"	"Non-cognate"	72	"8"	""	"Main4"	"7"	"Yes"	""	0	6	0	6	0	0.89	0.66	4.87	NA	68.75	4	0.666666667	20	3	3
"46buis"	"46"	"Control"	"buis"	"Non-cognate"	80	"g"	""	"Main4"	"3"	"Yes"	""	0	3	0	3	0	1	0.85	4.73	NA	68.75	4	0.666666667	20	3	3
"46passer"	"46"	"Control"	"passer"	"Non-cognate"	82	"g"	""	"Main4"	"7"	"No"	""	0	5	0	5	0	0.25	0.05	4.86	NA	68.75	4	0.666666667	20	3	3
"46rits"	"46"	"Control"	"rits"	"Cognate"	52	"9"	"Yes"	"Main4"	"3"	"No"	""	0	4	0	4	0	0.65	0.73	4.73	NA	68.75	4	0.666666667	20	3	3
"46kraag"	"46"	"Control"	"kraag"	"Cognate"	56	"9"	"Yes"	"Main4"	"3"	"No"	""	0	4	0	4	0	0.87	0.66	4.73	NA	68.75	4	0.666666667	20	3	3
"46pruik"	"46"	"Control"	"pruik"	"Cognate"	68	"h"	"Yes"	"Main4"	"7"	"No"	""	0.6	4	2	2	-1	0.84	0.88	4.8	NA	68.75	4	0.666666667	20	3	3
"46tulband"	"46"	"Control"	"tulband"	"Cognate"	80	"8"	"Yes"	"Main4"	"3"	"No"	""	0	7	0	7	0	0.39	0.27	4.6	NA	68.75	4	0.666666667	20	3	3
"46schort"	"46"	"Control"	"schort"	"Cognate"	82	"9"	"Yes"	"Main4"	"7"	"No"	""	0	5	0	5	0	0.48	0.58	4.87	NA	68.75	4	0.666666667	20	3	3
"46speen"	"46"	"Control"	"speen"	"Non-cognate"	52	"9"	""	"Main4"	"3"	"No"	""	0	4	0	4	0	0.2	0.14	4.31	NA	68.75	4	0.666666667	20	3	3
"46puntenslijper"	"46"	"Control"	"puntenslijper"	"Non-cognate"	56	"9"	""	"Main4"	"3"	"No"	""	0	11	0	11	0	0.05	0.01	NA	NA	68.75	4	0.666666667	20	3	3
"46sambabal"	"46"	"Control"	"sambabal"	"Non-cognate"	68	"9"	""	"Main4"	"7"	"No"	""	0	8	0	8	0	0	0	NA	NA	68.75	4	0.666666667	20	3	3
"46skelter"	"46"	"Control"	"skelter"	"Non-cognate"	72	"9"	""	"Main4"	"7"	"No"	""	0	7	0	7	0	0.02	0.03	3.6	NA	68.75	4	0.666666667	20	3	3
"46slinger"	"46"	"Control"	"slinger"	"Non-cognate"	80	"9"	""	"Main4"	"3"	"Yes"	""	0	6	0	6	0	0.12	0.39	4.4	NA	68.75	4	0.666666667	20	3	3
"46tol"	"46"	"Control"	"tol"	"Non-cognate"	82	"h"	""	"Main4"	"7"	"No"	""	0	3	0	3	0	0.19	0.68	3.67	NA	68.75	4	0.666666667	20	3	3
"46onderzetter"	"46"	"Control"	"onderzetter"	"Cognate"	52	"9"	"Yes"	"Main4"	"3"	"No"	""	0	10	0	10	0	0.28	0.06	4.27	NA	68.75	4	0.666666667	20	3	3
"46lantaarn"	"46"	"Control"	"lantaarn"	"Cognate"	56	"9"	"Yes"	"Main4"	"3"	"No"	""	0	7	0	7	0	0.43	0.42	4.87	NA	68.75	4	0.666666667	20	3	3
"46wafelijzer"	"46"	"Control"	"wafelijzer"	"Cognate"	68	"9"	"Yes"	"Main4"	"7"	"No"	""	0.44	9	4	5	0	0.25	0.1	4.6	NA	68.75	4	0.666666667	20	3	3
"46stamper"	"46"	"Control"	"stamper"	"Cognate"	72	"9"	"Yes"	"Main4"	"7"	"Yes"	""	0	7	0	7	0	0.05	0.32	4.5	NA	68.75	4	0.666666667	20	3	3
"46slang"	"46"	"Control"	"slang"	"Cognate"	80	"9"	"Yes"	"Main4"	"3"	"Yes"	""	0	4	0	4	0	0.79	1.35	4.87	NA	68.75	4	0.666666667	20	3	3
"46kurk"	"46"	"Control"	"kurk"	"Cognate"	82	"9"	"Yes"	"Main4"	"7"	"No"	""	0	4	0	4	0	0.47	0.42	4.27	NA	68.75	4	0.666666667	20	3	3
"46buis"	"46"	"Control"	"buis"	"Non-cognate"	1	"g"	""	"Post"	"3"	"Yes"	""	0	3	0	3	0	1	0.85	4.73	NA	68.75	4	0.666666667	20	3	3
"46vijzel"	"46"	"Control"	"vijzel"	"Non-cognate"	2	"9"	""	"Post"	"3"	"No"	""	0	5	0	5	0	0.38	0.02	4	NA	68.75	4	0.666666667	20	3	3
"46passer"	"46"	"Control"	"passer"	"Non-cognate"	6	"g"	""	"Post"	"7"	"No"	""	0	5	0	5	0	0.25	0.05	4.86	NA	68.75	4	0.666666667	20	3	3
"46spijker"	"46"	"Control"	"spijker"	"Non-cognate"	8	"8"	""	"Post"	"7"	"Yes"	""	0	6	0	6	0	0.89	0.66	4.87	NA	68.75	4	0.666666667	20	3	3
"46klos"	"46"	"Control"	"klos"	"Non-cognate"	10	"9"	""	"Post"	"7"	"No"	""	0	4	0	4	0	1.96	0.02	3.82	NA	68.75	4	0.666666667	20	3	3
"46kruiwagen"	"46"	"Control"	"kruiwagen"	"Non-cognate"	16	"9"	""	"Post"	"3"	"No"	""	0	7	0	7	0	0.3	0.35	4.8	NA	68.75	4	0.666666667	20	3	3
"46rits"	"46"	"Control"	"rits"	"Cognate"	27	"9"	"Yes"	"Post"	"3"	"No"	""	0	4	0	4	0	0.65	0.73	4.73	NA	68.75	4	0.666666667	20	3	3
"46schort"	"46"	"Control"	"schort"	"Cognate"	30	"9"	"Yes"	"Post"	"7"	"No"	""	0	5	0	5	0	0.48	0.58	4.87	NA	68.75	4	0.666666667	20	3	3
"46pruik"	"46"	"Control"	"pruik"	"Cognate"	36	"h"	"Yes"	"Post"	"7"	"No"	""	0.6	4	2	2	-1	0.84	0.88	4.8	NA	68.75	4	0.666666667	20	3	3
"46tulband"	"46"	"Control"	"tulband"	"Cognate"	38	"8"	"Yes"	"Post"	"3"	"No"	""	0	7	0	7	0	0.39	0.27	4.6	NA	68.75	4	0.666666667	20	3	3
"46kraag"	"46"	"Control"	"kraag"	"Cognate"	40	"9"	"Yes"	"Post"	"3"	"No"	""	0	4	0	4	0	0.87	0.66	4.73	NA	68.75	4	0.666666667	20	3	3
"46sambabal"	"46"	"Control"	"sambabal"	"Non-cognate"	42	"9"	""	"Post"	"7"	"No"	""	0	8	0	8	0	0	0	NA	NA	68.75	4	0.666666667	20	3	3
"46puntenslijper"	"46"	"Control"	"puntenslijper"	"Non-cognate"	52	"9"	""	"Post"	"3"	"No"	""	0	11	0	11	0	0.05	0.01	NA	NA	68.75	4	0.666666667	20	3	3
"46skelter"	"46"	"Control"	"skelter"	"Non-cognate"	53	"9"	""	"Post"	"7"	"No"	""	0	7	0	7	0	0.02	0.03	3.6	NA	68.75	4	0.666666667	20	3	3
"46tol"	"46"	"Control"	"tol"	"Non-cognate"	57	"h"	""	"Post"	"7"	"No"	""	0	3	0	3	0	0.19	0.68	3.67	NA	68.75	4	0.666666667	20	3	3
"46slinger"	"46"	"Control"	"slinger"	"Non-cognate"	58	"9"	""	"Post"	"3"	"Yes"	""	0	6	0	6	0	0.12	0.39	4.4	NA	68.75	4	0.666666667	20	3	3
"46speen"	"46"	"Control"	"speen"	"Non-cognate"	59	"9"	""	"Post"	"3"	"No"	""	0	4	0	4	0	0.2	0.14	4.31	NA	68.75	4	0.666666667	20	3	3
"46slang"	"46"	"Control"	"slang"	"Cognate"	61	"9"	"Yes"	"Post"	"3"	"Yes"	""	0	4	0	4	0	0.79	1.35	4.87	NA	68.75	4	0.666666667	20	3	3
"46kurk"	"46"	"Control"	"kurk"	"Cognate"	63	"9"	"Yes"	"Post"	"7"	"No"	""	0.75	4	3	1	0	0.47	0.42	4.27	NA	68.75	4	0.666666667	20	3	3
"46onderzetter"	"46"	"Control"	"onderzetter"	"Cognate"	67	"9"	"Yes"	"Post"	"3"	"No"	""	0	10	0	10	0	0.28	0.06	4.27	NA	68.75	4	0.666666667	20	3	3
"46lantaarn"	"46"	"Control"	"lantaarn"	"Cognate"	69	"9"	"Yes"	"Post"	"3"	"No"	""	0	7	0	7	0	0.43	0.42	4.87	NA	68.75	4	0.666666667	20	3	3
"46stamper"	"46"	"Control"	"stamper"	"Cognate"	72	"9"	"Yes"	"Post"	"7"	"Yes"	""	0	7	0	7	0	0.05	0.32	4.5	NA	68.75	4	0.666666667	20	3	3
"46wafelijzer"	"46"	"Control"	"wafelijzer"	"Cognate"	76	"9"	"Yes"	"Post"	"7"	"No"	""	0	9	0	9	0	0.25	0.1	4.6	NA	68.75	4	0.666666667	20	3	3
"47schroef"	"47"	"Control"	"schroef"	"Cognate"	12	"9"	"Yes"	"Main2"	"3"	"Yes"	""	0	5	0	5	0	0.65	0.47	4.87	87	56.25	4	5	23	3.666666667	2
"47gieter"	"47"	"Control"	"gieter"	"Cognate"	16	"9"	"Yes"	"Main2"	"3"	"No"	""	0	5	0	5	0	0.12	0.12	4.73	87	56.25	4	5	23	3.666666667	2
"47zeis"	"47"	"Control"	"zeis"	"Cognate"	28	"9"	"Yes"	"Main2"	"7"	"No"	""	0	3	0	3	0	0.36	0.2	4.86	87	56.25	4	5	23	3.666666667	2
"47zaag"	"47"	"Control"	"zaag"	"Cognate"	32	"h"	"Yes"	"Main2"	"7"	"No"	""	0	3	0	3	0	0.61	0.66	4.73	87	56.25	4	5	23	3.666666667	2
"47hengel"	"47"	"Control"	"hengel"	"Cognate"	40	"h"	"Yes"	"Main2"	"3"	"No"	""	0	5	0	5	0	1.23	0.47	4.6	87	56.25	4	5	23	3.666666667	2
"47veter"	"47"	"Control"	"veter"	"Non-cognate"	12	"9"	""	"Main2"	"3"	"No"	""	0	5	0	5	0	0.52	0.37	4.47	87	56.25	4	5	23	3.666666667	2
"47pet"	"47"	"Control"	"pet"	"Non-cognate"	16	"8"	""	"Main2"	"3"	"No"	""	0	3	0	3	0	0.69	1.15	4.8	87	56.25	4	5	23	3.666666667	2
"47kous"	"47"	"Control"	"kous"	"Non-cognate"	28	"9"	""	"Main2"	"7"	"No"	""	0	3	0	3	0	0.41	0.51	4.67	87	56.25	4	5	23	3.666666667	2
"47slab"	"47"	"Control"	"slab"	"Non-cognate"	32	"8"	""	"Main2"	"7"	"No"	""	0	4	0	4	0	0.17	0.01	4.75	87	56.25	4	5	23	3.666666667	2
"47gesp"	"47"	"Control"	"gesp"	"Non-cognate"	40	"9"	""	"Main2"	"3"	"No"	""	0	4	0	4	0	0.21	0.29	4.53	87	56.25	4	5	23	3.666666667	2
"47waaier"	"47"	"Control"	"waaier"	"Non-cognate"	42	"9"	""	"Main2"	"7"	"Yes"	""	0	5	0	5	0	0.45	0.31	4.53	87	56.25	4	5	23	3.666666667	2
"47gum"	"47"	"Control"	"gum"	"Cognate"	12	"9"	"Yes"	"Main2"	"3"	"No"	""	0	3	0	3	0	0.18	0.17	4.4	87	56.25	4	5	23	3.666666667	2
"47stokpaard"	"47"	"Control"	"stokpaard"	"Cognate"	16	"9"	"Yes"	"Main2"	"3"	"No"	""	0	8	0	8	0	0.08	0.01	NA	87	56.25	4	5	23	3.666666667	2
"47peddel"	"47"	"Control"	"peddel"	"Cognate"	28	"h"	"Yes"	"Main2"	"7"	"No"	""	0	5	0	5	0	0.26	0.3	4.8	87	56.25	4	5	23	3.666666667	2
"47toverstaf"	"47"	"Control"	"toverstaf"	"Cognate"	32	"9"	"Yes"	"Main2"	"7"	"No"	""	0	9	0	9	0	0.52	0.26	4.4	87	56.25	4	5	23	3.666666667	2
"47stelt"	"47"	"Control"	"stelt"	"Cognate"	42	"h"	"Yes"	"Main2"	"7"	"No"	""	0	5	0	5	0	0.12	1.74	3.92	87	56.25	4	5	23	3.666666667	2
"47kapstok"	"47"	"Control"	"kapstok"	"Non-cognate"	12	"9"	""	"Main2"	"3"	"No"	""	0	7	0	7	0	0.03	0.23	4.8	87	56.25	4	5	23	3.666666667	2
"47garde"	"47"	"Control"	"garde"	"Non-cognate"	16	"9"	""	"Main2"	"3"	"No"	""	0	5	0	5	0	0.03	0.76	3.45	87	56.25	4	5	23	3.666666667	2
"47broodrooster"	"47"	"Control"	"broodrooster"	"Non-cognate"	28	"g"	""	"Main2"	"7"	"No"	""	0	10	0	10	0	0.81	0.53	4.87	87	56.25	4	5	23	3.666666667	2
"47kooi"	"47"	"Control"	"kooi"	"Non-cognate"	32	"8"	""	"Main2"	"7"	"Yes"	""	0	3	0	3	0	1.15	1.17	4.53	87	56.25	4	5	23	3.666666667	2
"47stolp"	"47"	"Control"	"stolp"	"Non-cognate"	40	"9"	""	"Main2"	"3"	"No"	""	0	5	0	5	0	NA	0.07	4.54	87	56.25	4	5	23	3.666666667	2
"47lessenaar"	"47"	"Control"	"lessenaar"	"Non-cognate"	42	"9"	""	"Main2"	"7"	"Yes"	""	0	7	0	7	0	0.34	0.1	4.64	87	56.25	4	5	23	3.666666667	2
"47gieter"	"47"	"Control"	"gieter"	"Cognate"	52	"9"	"Yes"	"Main4"	"3"	"No"	""	0	5	0	5	0	0.12	0.12	4.73	87	56.25	4	5	23	3.666666667	2
"47schroef"	"47"	"Control"	"schroef"	"Cognate"	56	"9"	"Yes"	"Main4"	"3"	"Yes"	""	0	5	0	5	0	0.65	0.47	4.87	87	56.25	4	5	23	3.666666667	2
"47zaag"	"47"	"Control"	"zaag"	"Cognate"	68	"h"	"Yes"	"Main4"	"7"	"No"	""	0	3	0	3	0	0.61	0.66	4.73	87	56.25	4	5	23	3.666666667	2
"47zeis"	"47"	"Control"	"zeis"	"Cognate"	72	"9"	"Yes"	"Main4"	"7"	"No"	""	0	3	0	3	0	0.36	0.2	4.86	87	56.25	4	5	23	3.666666667	2
"47hengel"	"47"	"Control"	"hengel"	"Cognate"	80	"h"	"Yes"	"Main4"	"3"	"No"	""	0	5	0	5	0	1.23	0.47	4.6	87	56.25	4	5	23	3.666666667	2
"47pet"	"47"	"Control"	"pet"	"Non-cognate"	52	"8"	""	"Main4"	"3"	"No"	""	0	3	0	3	0	0.69	1.15	4.8	87	56.25	4	5	23	3.666666667	2
"47veter"	"47"	"Control"	"veter"	"Non-cognate"	56	"9"	""	"Main4"	"3"	"No"	""	0	5	0	5	0	0.52	0.37	4.47	87	56.25	4	5	23	3.666666667	2
"47slab"	"47"	"Control"	"slab"	"Non-cognate"	68	"8"	""	"Main4"	"7"	"No"	""	0	4	0	4	0	0.17	0.01	4.75	87	56.25	4	5	23	3.666666667	2
"47kous"	"47"	"Control"	"kous"	"Non-cognate"	72	"9"	""	"Main4"	"7"	"No"	""	0	3	0	3	0	0.41	0.51	4.67	87	56.25	4	5	23	3.666666667	2
"47gesp"	"47"	"Control"	"gesp"	"Non-cognate"	80	"9"	""	"Main4"	"3"	"No"	""	0	4	0	4	0	0.21	0.29	4.53	87	56.25	4	5	23	3.666666667	2
"47waaier"	"47"	"Control"	"waaier"	"Non-cognate"	82	"9"	""	"Main4"	"7"	"Yes"	""	0	5	0	5	0	0.45	0.31	4.53	87	56.25	4	5	23	3.666666667	2
"47stokpaard"	"47"	"Control"	"stokpaard"	"Cognate"	52	"9"	"Yes"	"Main4"	"3"	"No"	""	0.45	8	4	4	-3	0.08	0.01	NA	87	56.25	4	5	23	3.666666667	2
"47gum"	"47"	"Control"	"gum"	"Cognate"	56	"9"	"Yes"	"Main4"	"3"	"No"	""	0	3	0	3	0	0.18	0.17	4.4	87	56.25	4	5	23	3.666666667	2
"47toverstaf"	"47"	"Control"	"toverstaf"	"Cognate"	68	"9"	"Yes"	"Main4"	"7"	"No"	""	0	9	0	9	0	0.52	0.26	4.4	87	56.25	4	5	23	3.666666667	2
"47peddel"	"47"	"Control"	"peddel"	"Cognate"	72	"h"	"Yes"	"Main4"	"7"	"No"	""	0	5	0	5	0	0.26	0.3	4.8	87	56.25	4	5	23	3.666666667	2
"47stelt"	"47"	"Control"	"stelt"	"Cognate"	82	"h"	"Yes"	"Main4"	"7"	"No"	""	0	5	0	5	0	0.12	1.74	3.92	87	56.25	4	5	23	3.666666667	2
"47garde"	"47"	"Control"	"garde"	"Non-cognate"	52	"9"	""	"Main4"	"3"	"No"	""	0	5	0	5	0	0.03	0.76	3.45	87	56.25	4	5	23	3.666666667	2
"47kapstok"	"47"	"Control"	"kapstok"	"Non-cognate"	56	"9"	""	"Main4"	"3"	"No"	""	0	7	0	7	0	0.03	0.23	4.8	87	56.25	4	5	23	3.666666667	2
"47kooi"	"47"	"Control"	"kooi"	"Non-cognate"	68	"8"	""	"Main4"	"7"	"Yes"	""	0	3	0	3	0	1.15	1.17	4.53	87	56.25	4	5	23	3.666666667	2
"47broodrooster"	"47"	"Control"	"broodrooster"	"Non-cognate"	72	"g"	""	"Main4"	"7"	"No"	""	0	10	0	10	0	0.81	0.53	4.87	87	56.25	4	5	23	3.666666667	2
"47stolp"	"47"	"Control"	"stolp"	"Non-cognate"	80	"9"	""	"Main4"	"3"	"No"	""	0	5	0	5	0	NA	0.07	4.54	87	56.25	4	5	23	3.666666667	2
"47lessenaar"	"47"	"Control"	"lessenaar"	"Non-cognate"	82	"9"	""	"Main4"	"7"	"Yes"	""	0	7	0	7	0	0.34	0.1	4.64	87	56.25	4	5	23	3.666666667	2
"47zeis"	"47"	"Control"	"zeis"	"Cognate"	3	"9"	"Yes"	"Post"	"7"	"No"	""	0	3	0	3	0	0.36	0.2	4.86	87	56.25	4	5	23	3.666666667	2
"47gieter"	"47"	"Control"	"gieter"	"Cognate"	4	"9"	"Yes"	"Post"	"3"	"No"	""	0.33	5	2	3	-1	0.12	0.12	4.73	87	56.25	4	5	23	3.666666667	2
"47schroef"	"47"	"Control"	"schroef"	"Cognate"	5	"9"	"Yes"	"Post"	"3"	"Yes"	""	0	5	0	5	0	0.65	0.47	4.87	87	56.25	4	5	23	3.666666667	2
"47zaag"	"47"	"Control"	"zaag"	"Cognate"	8	"h"	"Yes"	"Post"	"7"	"No"	""	0.67	3	2	1	0	0.61	0.66	4.73	87	56.25	4	5	23	3.666666667	2
"47hengel"	"47"	"Control"	"hengel"	"Cognate"	10	"h"	"Yes"	"Post"	"3"	"No"	""	0	5	0	5	0	1.23	0.47	4.6	87	56.25	4	5	23	3.666666667	2
"47slab"	"47"	"Control"	"slab"	"Non-cognate"	22	"8"	""	"Post"	"7"	"No"	""	0	4	0	4	0	0.17	0.01	4.75	87	56.25	4	5	23	3.666666667	2
"47pet"	"47"	"Control"	"pet"	"Non-cognate"	27	"8"	""	"Post"	"3"	"No"	""	0	3	0	3	0	0.69	1.15	4.8	87	56.25	4	5	23	3.666666667	2
"47gesp"	"47"	"Control"	"gesp"	"Non-cognate"	32	"9"	""	"Post"	"3"	"No"	""	0	4	0	4	0	0.21	0.29	4.53	87	56.25	4	5	23	3.666666667	2
"47waaier"	"47"	"Control"	"waaier"	"Non-cognate"	35	"9"	""	"Post"	"7"	"Yes"	""	0	5	0	5	0	0.45	0.31	4.53	87	56.25	4	5	23	3.666666667	2
"47kous"	"47"	"Control"	"kous"	"Non-cognate"	37	"9"	""	"Post"	"7"	"No"	""	0	3	0	3	0	0.41	0.51	4.67	87	56.25	4	5	23	3.666666667	2
"47veter"	"47"	"Control"	"veter"	"Non-cognate"	40	"9"	""	"Post"	"3"	"No"	""	0	5	0	5	0	0.52	0.37	4.47	87	56.25	4	5	23	3.666666667	2
"47toverstaf"	"47"	"Control"	"toverstaf"	"Cognate"	41	"9"	"Yes"	"Post"	"7"	"No"	""	0.33	9	3	6	0	0.52	0.26	4.4	87	56.25	4	5	23	3.666666667	2
"47stelt"	"47"	"Control"	"stelt"	"Cognate"	45	"h"	"Yes"	"Post"	"7"	"No"	""	0	5	0	5	0	0.12	1.74	3.92	87	56.25	4	5	23	3.666666667	2
"47stokpaard"	"47"	"Control"	"stokpaard"	"Cognate"	46	"9"	"Yes"	"Post"	"3"	"No"	""	0.5	8	4	4	0	0.08	0.01	NA	87	56.25	4	5	23	3.666666667	2
"47gum"	"47"	"Control"	"gum"	"Cognate"	53	"9"	"Yes"	"Post"	"3"	"No"	""	0	3	0	3	0	0.18	0.17	4.4	87	56.25	4	5	23	3.666666667	2
"47peddel"	"47"	"Control"	"peddel"	"Cognate"	57	"h"	"Yes"	"Post"	"7"	"No"	""	0	5	0	5	0	0.26	0.3	4.8	87	56.25	4	5	23	3.666666667	2
"47garde"	"47"	"Control"	"garde"	"Non-cognate"	63	"9"	""	"Post"	"3"	"No"	""	0	5	0	5	0	0.03	0.76	3.45	87	56.25	4	5	23	3.666666667	2
"47lessenaar"	"47"	"Control"	"lessenaar"	"Non-cognate"	64	"9"	""	"Post"	"7"	"Yes"	""	0	7	0	7	0	0.34	0.1	4.64	87	56.25	4	5	23	3.666666667	2
"47broodrooster"	"47"	"Control"	"broodrooster"	"Non-cognate"	65	"g"	""	"Post"	"7"	"No"	""	0	10	0	10	0	0.81	0.53	4.87	87	56.25	4	5	23	3.666666667	2
"47kooi"	"47"	"Control"	"kooi"	"Non-cognate"	68	"8"	""	"Post"	"7"	"Yes"	""	0	3	0	3	0	1.15	1.17	4.53	87	56.25	4	5	23	3.666666667	2
"47stolp"	"47"	"Control"	"stolp"	"Non-cognate"	70	"9"	""	"Post"	"3"	"No"	""	0	5	0	5	0	NA	0.07	4.54	87	56.25	4	5	23	3.666666667	2
"47kapstok"	"47"	"Control"	"kapstok"	"Non-cognate"	76	"9"	""	"Post"	"3"	"No"	""	0	7	0	7	0	0.03	0.23	4.8	87	56.25	4	5	23	3.666666667	2
"48spijker"	"48"	"Control"	"spijker"	"Non-cognate"	12	"8"	""	"Main2"	"3"	"Yes"	""	0	6	0	6	0	0.89	0.66	4.87	85	71.25	3	1	20	3.666666667	3
"48kwast"	"48"	"Control"	"kwast"	"Non-cognate"	16	"9"	""	"Main2"	"3"	"No"	""	0	5	0	5	0	0.57	0.43	4.47	85	71.25	3	1	20	3.666666667	3
"48kruiwagen"	"48"	"Control"	"kruiwagen"	"Non-cognate"	28	"9"	""	"Main2"	"7"	"No"	""	0	7	0	7	0	0.3	0.35	4.8	85	71.25	3	1	20	3.666666667	3
"48spuit"	"48"	"Control"	"spuit"	"Non-cognate"	32	"9"	""	"Main2"	"7"	"No"	""	0	4	0	4	0	1.08	1.03	4.6	85	71.25	3	1	20	3.666666667	3
"48passer"	"48"	"Control"	"passer"	"Non-cognate"	40	"g"	""	"Main2"	"3"	"No"	""	0	5	0	5	0	0.25	0.05	4.86	85	71.25	3	1	20	3.666666667	3
"48vijzel"	"48"	"Control"	"vijzel"	"Non-cognate"	42	"h"	""	"Main2"	"7"	"No"	""	0	5	0	5	0	0.38	0.02	4	85	71.25	3	1	20	3.666666667	3
"48keppel"	"48"	"Control"	"keppel"	"Cognate"	12	"9"	"Yes"	"Main2"	"3"	"No"	""	0	5	0	5	0	NA	0.02	4.25	85	71.25	3	1	20	3.666666667	3
"48pruik"	"48"	"Control"	"pruik"	"Cognate"	16	"9"	"Yes"	"Main2"	"3"	"No"	""	0	4	0	4	0	0.84	0.88	4.8	85	71.25	3	1	20	3.666666667	3
"48rits"	"48"	"Control"	"rits"	"Cognate"	28	"9"	"Yes"	"Main2"	"7"	"No"	""	0	4	0	4	0	0.65	0.73	4.73	85	71.25	3	1	20	3.666666667	3
"48tulband"	"48"	"Control"	"tulband"	"Cognate"	32	"9"	"Yes"	"Main2"	"7"	"No"	""	0	7	0	7	0	0.39	0.27	4.6	85	71.25	3	1	20	3.666666667	3
"48schort"	"48"	"Control"	"schort"	"Cognate"	40	"9"	"Yes"	"Main2"	"3"	"No"	""	0	5	0	5	0	0.48	0.58	4.87	85	71.25	3	1	20	3.666666667	3
"48kraag"	"48"	"Control"	"kraag"	"Cognate"	42	"9"	"Yes"	"Main2"	"7"	"No"	""	0	4	0	4	0	0.87	0.66	4.73	85	71.25	3	1	20	3.666666667	3
"48tol"	"48"	"Control"	"tol"	"Non-cognate"	12	"h"	""	"Main2"	"3"	"No"	""	0	3	0	3	0	0.19	0.68	3.67	85	71.25	3	1	20	3.666666667	3
"48sambabal"	"48"	"Control"	"sambabal"	"Non-cognate"	16	"h"	""	"Main2"	"3"	"No"	""	0	8	0	8	0	0	0	NA	85	71.25	3	1	20	3.666666667	3
"48puntenslijper"	"48"	"Control"	"puntenslijper"	"Non-cognate"	28	"9"	""	"Main2"	"7"	"Yes"	""	0	11	0	11	0	0.05	0.01	NA	85	71.25	3	1	20	3.666666667	3
"48speen"	"48"	"Control"	"speen"	"Non-cognate"	32	"h"	""	"Main2"	"7"	"No"	""	0	4	0	4	0	0.2	0.14	4.31	85	71.25	3	1	20	3.666666667	3
"48skelter"	"48"	"Control"	"skelter"	"Non-cognate"	40	"h"	""	"Main2"	"3"	"No"	""	0	7	0	7	0	0.02	0.03	3.6	85	71.25	3	1	20	3.666666667	3
"48slinger"	"48"	"Control"	"slinger"	"Non-cognate"	42	"h"	""	"Main2"	"7"	"Yes"	""	0	6	0	6	0	0.12	0.39	4.4	85	71.25	3	1	20	3.666666667	3
"48bezem"	"48"	"Control"	"bezem"	"Cognate"	12	"8"	"Yes"	"Main2"	"3"	"Yes"	""	0	5	0	5	0	0.73	0.68	4.93	85	71.25	3	1	20	3.666666667	3
"48servet"	"48"	"Control"	"servet"	"Cognate"	16	"g"	"Yes"	"Main2"	"3"	"Yes"	""	0	6	0	6	0	0.59	0.44	4.87	85	71.25	3	1	20	3.666666667	3
"48onderzetter"	"48"	"Control"	"onderzetter"	"Cognate"	28	"9"	"Yes"	"Main2"	"7"	"Yes"	""	0	10	0	10	0	0.28	0.06	4.27	85	71.25	3	1	20	3.666666667	3
"48slang"	"48"	"Control"	"slang"	"Cognate"	32	"9"	"Yes"	"Main2"	"7"	"No"	""	0	4	0	4	0	0.79	1.35	4.87	85	71.25	3	1	20	3.666666667	3
